ElementId,Category,Family,Type,Level,Mark,System Name,System Type,Service Type,Classification,Size,Diameter,Width,Height,Length,Area,Volume,Material,Weight,Unit Weight,Insulation Thickness,Lining Thickness,Airflow,Flow,Pressure Drop,Cooling Capacity,Heating Capacity,Power,Voltage,Current,Apparent Load,Connected Load,Connector Count,Connector Flow,Connector Demand,Connector Max Diameter (in),Connector Max Width (in),Connector Max Height (in),Location Type,Position X (ft),Position Y (ft),Position Z (ft),Start X (ft),Start Y (ft),Start Z (ft),End X (ft),End Y (ft),End Z (ft),Rotation (deg),Bounding Box Min X (ft),Bounding Box Min Y (ft),Bounding Box Min Z (ft),Bounding Box Max X (ft),Bounding Box Max Y (ft),Bounding Box Max Z (ft),Bounding Box Center X (ft),Bounding Box Center Y (ft),Bounding Box Center Z (ft),Comments,Parameter Snapshot,source_schedule,Original Category,Original Family,Original Type,Assembly Code,Assembly Description,Depth,Type Comments,Base Level,Top Level,Base Offset,Top Offset,Room Id,Room Number,Room Name,Room Level,Room Area (SF),Room Volume (CF),Room Location X (ft),Room Location Y (ft),Room Location Z (ft)
1293188,Flex Ducts,,Flex - Round,L 0,,Mechanical Supply Air 4,Supply Air,,,"3""ø","3""",,,"2' - 7 3/32""",,,,,,"0""","0""",60 m³/h,60 m³/h,0.01 in-wg,,,,,,,,2.0,1.177,,3.0,,,Curve,59.185,163.39,24.499,59.185,164.559,24.667,59.185,162.221,24.332,,59.06,162.096,24.332,59.31,164.565,24.921,59.185,163.33,24.626,,"Additional Flow=0 m³/h | Diameter=3"" | Flow=60 m³/h | Free Size=3""ø | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=2' - 7 3/32"" | Lining Thickness=0"" | Overall Size=3""ø | Pressure Drop=0.01 in-wg | Size Lock=False | Velocity Pressure=0.03 in-wg",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1293191,Duct Fittings,Round Transition - Angle,45 Degree,L 0,,Mechanical Supply Air 4,Supply Air,,,"6""ø-3""ø",,,,"6 1/4""ø-3""ø",0 SF,0.04 CF,,,,"0""","0""",,,0.02 in-wg,,,,,,,,2.0,1.177,,6.299,,,Point,59.185,162.221,24.0,,,,,,,120.0,58.923,161.958,24.0,59.447,162.483,24.332,59.185,162.221,24.166,,"Area=0 SF | ComputedLength=4"" | DiameterDelta=2"" | Duct Radius 1=3"" | Duct Radius 2=2"" | Free Size=6 1/4""ø-3""ø | HeightOffsetfromBase=120"" | Insulation Thickness=0"" | Length 1=2"" | Length 2=2"" | Length 3=0"" | Lining Thickness=0"" | OffsetHeight=3 19/128"" | OffsetHeightTemp=0.021872 | OffsetWidth=3 19/128"" | OffsetWidthTemp=0.021872 | Overall Size=6 1/4""ø-3""ø | Pressure Drop=0.02 in-wg | Size=6""ø-3""ø | Volume=0.04 CF | WidthOffsetfromBase=120""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1293194,Flex Ducts,,Flex - Round,L 0,,Mechanical Supply Air 4,Supply Air,,,"3""ø","3""",,,"3' - 0 9/32""",,,,,,"0""","0""",60 m³/h,60 m³/h,0.01 in-wg,,,,,,,,2.0,1.177,,3.0,,,Curve,74.052,163.39,25.083,74.052,164.559,25.833,74.052,162.221,24.332,,73.927,162.096,24.332,74.177,164.559,25.958,74.052,163.327,25.145,,"Additional Flow=0 m³/h | Diameter=3"" | Flow=60 m³/h | Free Size=3""ø | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=3' - 0 9/32"" | Lining Thickness=0"" | Overall Size=3""ø | Pressure Drop=0.01 in-wg | Size Lock=False | Velocity Pressure=0.03 in-wg",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1293197,Duct Fittings,Round Transition - Angle,45 Degree,L 0,,Mechanical Supply Air 4,Supply Air,,,"6""ø-3""ø",,,,"6 1/4""ø-3""ø",0 SF,0.04 CF,,,,"0""","0""",,,0.02 in-wg,,,,,,,,2.0,1.177,,6.299,,,Point,74.052,162.221,24.0,,,,,,,120.0,73.79,161.958,24.0,74.315,162.483,24.332,74.052,162.221,24.166,,"Area=0 SF | ComputedLength=4"" | DiameterDelta=2"" | Duct Radius 1=3"" | Duct Radius 2=2"" | Free Size=6 1/4""ø-3""ø | HeightOffsetfromBase=120"" | Insulation Thickness=0"" | Length 1=2"" | Length 2=2"" | Length 3=0"" | Lining Thickness=0"" | OffsetHeight=3 19/128"" | OffsetHeightTemp=0.021872 | OffsetWidth=3 19/128"" | OffsetWidthTemp=0.021872 | Overall Size=6 1/4""ø-3""ø | Pressure Drop=0.02 in-wg | Size=6""ø-3""ø | Volume=0.04 CF | WidthOffsetfromBase=120""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1293199,Flex Ducts,,Flex - Round,L 0,,Mechanical Supply Air 4,Supply Air,,,"3""ø","3""",,,"2' - 6 31/32""",,,,,,"0""","0""",60 m³/h,60 m³/h,0.01 in-wg,,,,,,,,2.0,1.177,,3.0,,,Curve,88.241,163.39,24.449,88.241,164.559,24.567,88.241,162.221,24.332,,88.116,162.096,24.332,88.366,164.567,24.877,88.241,163.331,24.605,,"Additional Flow=0 m³/h | Diameter=3"" | Flow=60 m³/h | Free Size=3""ø | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=2' - 6 31/32"" | Lining Thickness=0"" | Overall Size=3""ø | Pressure Drop=0.01 in-wg | Size Lock=False | Velocity Pressure=0.03 in-wg",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1293202,Duct Fittings,Round Transition - Angle,45 Degree,L 0,,Mechanical Supply Air 4,Supply Air,,,"6""ø-3""ø",,,,"6 1/4""ø-3""ø",0 SF,0.04 CF,,,,"0""","0""",,,0.02 in-wg,,,,,,,,2.0,1.177,,6.299,,,Point,88.241,162.221,24.0,,,,,,,120.0,87.978,161.958,24.0,88.503,162.483,24.332,88.241,162.221,24.166,,"Area=0 SF | ComputedLength=4"" | DiameterDelta=2"" | Duct Radius 1=3"" | Duct Radius 2=2"" | Free Size=6 1/4""ø-3""ø | HeightOffsetfromBase=120"" | Insulation Thickness=0"" | Length 1=2"" | Length 2=2"" | Length 3=0"" | Lining Thickness=0"" | OffsetHeight=3 19/128"" | OffsetHeightTemp=0.021872 | OffsetWidth=3 19/128"" | OffsetWidthTemp=0.021872 | Overall Size=6 1/4""ø-3""ø | Pressure Drop=0.02 in-wg | Size=6""ø-3""ø | Volume=0.04 CF | WidthOffsetfromBase=120""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1293204,Flex Ducts,,Flex - Round,L 0,,Mechanical Supply Air 4,Supply Air,,,"3""ø","3""",,,"2' - 6 31/32""",,,,,,"0""","0""",60 m³/h,60 m³/h,0.01 in-wg,,,,,,,,2.0,1.177,,3.0,,,Curve,102.8,163.39,24.449,102.8,164.559,24.567,102.8,162.221,24.332,,102.675,162.096,24.332,102.925,164.567,24.877,102.8,163.331,24.605,,"Additional Flow=0 m³/h | Diameter=3"" | Flow=60 m³/h | Free Size=3""ø | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=2' - 6 31/32"" | Lining Thickness=0"" | Overall Size=3""ø | Pressure Drop=0.01 in-wg | Size Lock=False | Velocity Pressure=0.03 in-wg",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1293207,Duct Fittings,Round Transition - Angle,45 Degree,L 0,,Mechanical Supply Air 4,Supply Air,,,"6""ø-3""ø",,,,"6 1/4""ø-3""ø",0 SF,0.04 CF,,,,"0""","0""",,,0.02 in-wg,,,,,,,,2.0,1.177,,6.299,,,Point,102.8,162.221,24.0,,,,,,,120.0,102.537,161.958,24.0,103.062,162.483,24.332,102.8,162.221,24.166,,"Area=0 SF | ComputedLength=4"" | DiameterDelta=2"" | Duct Radius 1=3"" | Duct Radius 2=2"" | Free Size=6 1/4""ø-3""ø | HeightOffsetfromBase=120"" | Insulation Thickness=0"" | Length 1=2"" | Length 2=2"" | Length 3=0"" | Lining Thickness=0"" | OffsetHeight=3 19/128"" | OffsetHeightTemp=0.021872 | OffsetWidth=3 19/128"" | OffsetWidthTemp=0.021872 | Overall Size=6 1/4""ø-3""ø | Pressure Drop=0.02 in-wg | Size=6""ø-3""ø | Volume=0.04 CF | WidthOffsetfromBase=120""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1293209,Flex Ducts,,Flex - Round,L 0,,Mechanical Supply Air 4,Supply Air,,,"3""ø","3""",,,"2' - 6 31/32""",,,,,,"0""","0""",60 m³/h,60 m³/h,0.01 in-wg,,,,,,,,2.0,1.177,,3.0,,,Curve,117.143,163.39,24.449,117.143,164.559,24.567,117.143,162.221,24.332,,117.018,162.096,24.332,117.268,164.567,24.877,117.143,163.331,24.605,,"Additional Flow=0 m³/h | Diameter=3"" | Flow=60 m³/h | Free Size=3""ø | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=2' - 6 31/32"" | Lining Thickness=0"" | Overall Size=3""ø | Pressure Drop=0.01 in-wg | Size Lock=False | Velocity Pressure=0.03 in-wg",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1293212,Duct Fittings,Round Transition - Angle,45 Degree,L 0,,Mechanical Supply Air 4,Supply Air,,,"6""ø-3""ø",,,,"6 1/4""ø-3""ø",0 SF,0.04 CF,,,,"0""","0""",,,0.02 in-wg,,,,,,,,2.0,1.177,,6.299,,,Point,117.143,162.221,24.0,,,,,,,120.0,116.88,161.958,24.0,117.405,162.483,24.332,117.143,162.221,24.166,,"Area=0 SF | ComputedLength=4"" | DiameterDelta=2"" | Duct Radius 1=3"" | Duct Radius 2=2"" | Free Size=6 1/4""ø-3""ø | HeightOffsetfromBase=120"" | Insulation Thickness=0"" | Length 1=2"" | Length 2=2"" | Length 3=0"" | Lining Thickness=0"" | OffsetHeight=3 19/128"" | OffsetHeightTemp=0.021872 | OffsetWidth=3 19/128"" | OffsetWidthTemp=0.021872 | Overall Size=6 1/4""ø-3""ø | Pressure Drop=0.02 in-wg | Size=6""ø-3""ø | Volume=0.04 CF | WidthOffsetfromBase=120""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1293239,Duct Fittings,Rectangular Elbow - Mitered,Standard,L 1,,Mechanical Supply Air 4,Supply Air,,,"4""x4""-4""x4""",,"4""","4""","3 1/2""x3 1/2""-3 1/2""x3 1/2""",,0.04 CF,,,,"0""","0""",,,0.01 in-wg,,,,,,,,2.0,1.177,,,3.5,3.5,Point,59.185,165.909,24.667,,,,,,,180.0,59.039,165.68,24.521,59.414,166.055,24.813,59.227,165.868,24.667,,"Duct Height=4"" | Duct Length 1=3"" | Duct Width=4"" | Free Size=3 1/2""x3 1/2""-3 1/2""x3 1/2"" | Insulation Thickness=0"" | Lining Thickness=0"" | Overall Size=3 1/2""x3 1/2""-3 1/2""x3 1/2"" | Pressure Drop=0.01 in-wg | Size=4""x4""-4""x4"" | Volume=0.04 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1293240,Duct Fittings,Rectangular Transition - Angle,45 Degree,L 1,,Mechanical Supply Air 4,Supply Air,,,"4""x4""-4""x4""",,,,"3 1/2""x4""-3 1/2""x3 1/2""",0 SF,0.00 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2.0,1.177,,,3.5,4.0,Point,59.185,165.63,24.667,,,,,,,90.0,59.039,165.63,24.5,59.331,165.68,24.833,59.185,165.655,24.667,,"Area=0 SF | Computed Length=1"" | Duct Height 1=4"" | Duct Height 2=4"" | Duct Length=1"" | Duct Width 1=4"" | Duct Width 2=4"" | Free Size=3 1/2""x4""-3 1/2""x3 1/2"" | Half Height 1=2"" | Half Height 2=2"" | Half Width 1=2"" | Half Width 2=2"" | HeightDelta=1"" | HeightOffset=120"" | Insulation Thickness=0"" | Length 1=1"" | Length 2=2"" | Lining Thickness=0"" | OffsetHeight=2"" | OffsetWidth=1 3/4"" | Overall Size=3 1/2""x4""-3 1/2""x3 1/2"" | Pressure Drop=0.00 in-wg | Size=4""x4""-4""x4"" | Volume=0.00 CF | WidthDelta=0"" | WidthOffset=120""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1293242,Duct Fittings,Rectangular Elbow - Mitered,Standard,L 1,,Mechanical Supply Air 4,Supply Air,,,"4""x4""-4""x4""",,"4""","4""","3 1/2""x3 1/2""-3 1/2""x3 1/2""",,0.04 CF,,,,"0""","0""",,,0.01 in-wg,,,,,,,,2.0,1.177,,,3.5,3.5,Point,67.56,165.909,24.667,,,,,,,120.0,67.33,165.764,24.521,67.705,166.055,24.896,67.518,165.909,24.708,,"Duct Height=4"" | Duct Length 1=3"" | Duct Width=4"" | Free Size=3 1/2""x3 1/2""-3 1/2""x3 1/2"" | Insulation Thickness=0"" | Lining Thickness=0"" | Overall Size=3 1/2""x3 1/2""-3 1/2""x3 1/2"" | Pressure Drop=0.01 in-wg | Size=4""x4""-4""x4"" | Volume=0.04 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1293281,Duct Fittings,Rectangular Elbow - Mitered,Standard,L 1,,Mechanical Supply Air 4,Supply Air,,,"6""x6""-6""x6""",,"6""","6""","6""x6""-6""x6""",,0.17 CF,,,,"0""","0""",,,0.01 in-wg,,,,,,,,2.0,3.531,,,6.0,6.0,Point,79.883,165.909,24.567,,,,,,,240.0,79.633,165.659,24.317,80.217,166.159,24.9,79.925,165.909,24.608,,"Duct Height=6"" | Duct Length 1=4"" | Duct Width=6"" | Free Size=6""x6""-6""x6"" | Insulation Thickness=0"" | Lining Thickness=0"" | Overall Size=6""x6""-6""x6"" | Pressure Drop=0.01 in-wg | Size=6""x6""-6""x6"" | Volume=0.17 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1293315,Duct Fittings,Rectangular Transition - Angle,45 Degree,L 1,,Mechanical Supply Air 4,Supply Air,,,"6""x6""-5""x5""",,,,"6""x6""-5""x5""",0 SF,0.02 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2.0,3.531,,,6.0,6.0,Point,88.012,165.909,24.567,,,,,,,180.0,87.911,165.659,24.317,88.012,166.159,24.817,87.961,165.909,24.567,,"Area=0 SF | Computed Length=1"" | Duct Height 1=5"" | Duct Height 2=6"" | Duct Length=1"" | Duct Width 1=5"" | Duct Width 2=6"" | Free Size=6""x6""-5""x5"" | Half Height 1=3"" | Half Height 2=3"" | Half Width 1=3"" | Half Width 2=3"" | HeightDelta=1"" | HeightOffset=120"" | Insulation Thickness=0"" | Length 1=1"" | Length 2=1"" | Lining Thickness=0"" | OffsetHeight=2 1/2"" | OffsetWidth=2 1/2"" | Overall Size=6""x6""-5""x5"" | Pressure Drop=0.00 in-wg | Size=6""x6""-5""x5"" | Volume=0.02 CF | WidthDelta=1"" | WidthOffset=120""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1293316,Duct Fittings,Rectangular Transition - Angle,45 Degree,L 1,,Mechanical Supply Air 4,Supply Air,,,"4""x5""-4""x4""",,,,"3 1/2""x5""-3 1/2""x4""",0 SF,0.01 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2.0,1.177,,,3.5,5.0,Point,88.241,165.618,24.567,,,,,,,270.0,88.095,165.517,24.358,88.387,165.618,24.775,88.241,165.567,24.567,,"Area=0 SF | Computed Length=1"" | Duct Height 1=5"" | Duct Height 2=4"" | Duct Length=1"" | Duct Width 1=4"" | Duct Width 2=4"" | Free Size=3 1/2""x5""-3 1/2""x4"" | Half Height 1=3"" | Half Height 2=2"" | Half Width 1=2"" | Half Width 2=2"" | HeightDelta=1"" | HeightOffset=120"" | Insulation Thickness=0"" | Length 1=1"" | Length 2=2"" | Lining Thickness=0"" | OffsetHeight=2 1/2"" | OffsetWidth=1 3/4"" | Overall Size=3 1/2""x5""-3 1/2""x4"" | Pressure Drop=0.00 in-wg | Size=4""x5""-4""x4"" | Volume=0.01 CF | WidthDelta=0"" | WidthOffset=120""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1293359,Duct Fittings,Rectangular Elbow - Mitered,Standard,L 1,,Mechanical Supply Air 4,Supply Air,,,"4""x4""-4""x4""",,"4""","4""","3 1/2""x3 1/2""-3 1/2""x3 1/2""",,0.04 CF,,,,"0""","0""",,,0.01 in-wg,,,,,,,,2.0,1.177,,,3.5,3.5,Point,117.143,165.909,24.567,,,,,,,90.0,116.913,165.68,24.421,117.288,166.055,24.713,117.101,165.868,24.567,,"Duct Height=4"" | Duct Length 1=3"" | Duct Width=4"" | Free Size=3 1/2""x3 1/2""-3 1/2""x3 1/2"" | Insulation Thickness=0"" | Lining Thickness=0"" | Overall Size=3 1/2""x3 1/2""-3 1/2""x3 1/2"" | Pressure Drop=0.01 in-wg | Size=4""x4""-4""x4"" | Volume=0.04 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1293360,Duct Fittings,Rectangular Transition - Angle,45 Degree,L 1,,Mechanical Supply Air 4,Supply Air,,,"4""x4""-4""x4""",,,,"3 1/2""x4""-3 1/2""x3 1/2""",0 SF,0.00 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2.0,1.177,,,3.5,4.0,Point,117.143,165.63,24.567,,,,,,,90.0,116.997,165.63,24.4,117.288,165.68,24.733,117.143,165.655,24.567,,"Area=0 SF | Computed Length=1"" | Duct Height 1=4"" | Duct Height 2=4"" | Duct Length=1"" | Duct Width 1=4"" | Duct Width 2=4"" | Free Size=3 1/2""x4""-3 1/2""x3 1/2"" | Half Height 1=2"" | Half Height 2=2"" | Half Width 1=2"" | Half Width 2=2"" | HeightDelta=1"" | HeightOffset=120"" | Insulation Thickness=0"" | Length 1=1"" | Length 2=2"" | Lining Thickness=0"" | OffsetHeight=2"" | OffsetWidth=1 3/4"" | Overall Size=3 1/2""x4""-3 1/2""x3 1/2"" | Pressure Drop=0.00 in-wg | Size=4""x4""-4""x4"" | Volume=0.00 CF | WidthDelta=0"" | WidthOffset=120""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1293366,Duct Fittings,Rectangular Transition - Angle,45 Degree,L 1,,Mechanical Supply Air 4,Supply Air,,,"5""x5""-4""x4""",,,,"5""x5""-3 1/2""x3 1/2""",0 SF,0.02 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2.0,2.354,,,5.0,5.0,Point,102.571,165.909,24.567,,,,,,,180.0,102.42,165.701,24.358,102.571,166.118,24.775,102.495,165.909,24.567,,"Area=0 SF | Computed Length=2"" | Duct Height 1=4"" | Duct Height 2=5"" | Duct Length=2"" | Duct Width 1=4"" | Duct Width 2=5"" | Free Size=5""x5""-3 1/2""x3 1/2"" | Half Height 1=2"" | Half Height 2=3"" | Half Width 1=2"" | Half Width 2=3"" | HeightDelta=2"" | HeightOffset=120"" | Insulation Thickness=0"" | Length 1=2"" | Length 2=2"" | Lining Thickness=0"" | OffsetHeight=1 3/4"" | OffsetWidth=1 3/4"" | Overall Size=5""x5""-3 1/2""x3 1/2"" | Pressure Drop=0.00 in-wg | Size=5""x5""-4""x4"" | Volume=0.02 CF | WidthDelta=2"" | WidthOffset=120""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1293367,Duct Fittings,Rectangular Transition - Angle,45 Degree,L 1,,Mechanical Supply Air 4,Supply Air,,,"4""x4""-4""x4""",,,,"3 1/2""x4""-3 1/2""x3 1/2""",0 SF,0.00 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2.0,1.177,,,3.5,4.0,Point,102.8,165.68,24.567,,,,,,,270.0,102.654,165.63,24.4,102.946,165.68,24.733,102.8,165.655,24.567,,"Area=0 SF | Computed Length=1"" | Duct Height 1=4"" | Duct Height 2=4"" | Duct Length=1"" | Duct Width 1=4"" | Duct Width 2=4"" | Free Size=3 1/2""x4""-3 1/2""x3 1/2"" | Half Height 1=2"" | Half Height 2=2"" | Half Width 1=2"" | Half Width 2=2"" | HeightDelta=1"" | HeightOffset=120"" | Insulation Thickness=0"" | Length 1=1"" | Length 2=2"" | Lining Thickness=0"" | OffsetHeight=1 3/4"" | OffsetWidth=1 3/4"" | Overall Size=3 1/2""x4""-3 1/2""x3 1/2"" | Pressure Drop=0.00 in-wg | Size=4""x4""-4""x4"" | Volume=0.00 CF | WidthDelta=0"" | WidthOffset=120""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1293448,Duct Fittings,Rectangular Elbow - Mitered,Standard,L 1,,Mechanical Return Air 35,Return Air,,,"4""x4""-4""x4""",,"4""","4""","3 1/2""x3 1/2""-3 1/2""x3 1/2""",,0.04 CF,,,,"0""","0""",,,0.01 in-wg,,,,,,,,2.0,0.981,,,3.5,3.5,Point,13.541,155.379,24.689,,,,,,,0.0,13.312,155.233,24.543,13.687,155.608,24.835,13.5,155.42,24.689,,"Duct Height=4"" | Duct Length 1=3"" | Duct Width=4"" | Free Size=3 1/2""x3 1/2""-3 1/2""x3 1/2"" | Insulation Thickness=0"" | Lining Thickness=0"" | Overall Size=3 1/2""x3 1/2""-3 1/2""x3 1/2"" | Pressure Drop=0.01 in-wg | Size=4""x4""-4""x4"" | Volume=0.04 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1293449,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 1,,Mechanical Return Air 35,Return Air,,,"4""x4""-3""ø","3""","4""","4""","3 1/2""x3 1/2""-3""ø",0 SF,0.00 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2.0,0.981,,3.0,3.5,3.5,Point,7.845,155.379,24.689,,,,,,,180.0,7.795,155.233,24.543,7.845,155.525,24.835,7.82,155.379,24.689,,"Area=0 SF | Duct Diameter=3"" | Duct Height=4"" | Duct Radius=2"" | Duct Width=4"" | Free Size=3 1/2""x3 1/2""-3""ø | Insulation Thickness=0"" | Length 1=0"" | Length 2=0"" | Length 3=0"" | Length 4=0"" | Length 5=0"" | Length 6=0"" | Length 7=1"" | Length 8=1"" | Length01=1"" | Lining Thickness=0"" | OffsetHeight=1 3/4"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.012153 | OffsetWidth=1 3/4"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.012153 | Overall Size=3 1/2""x3 1/2""-3""ø | Pressure Drop=0.00 in-wg | Size=4""x4""-3""ø | Volume=0.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1293488,Duct Fittings,Rectangular Elbow - Mitered,Standard,L 1,,Mechanical Return Air 35,Return Air,,,"4""x4""-4""x4""",,"4""","4""","3 1/2""x3 1/2""-3 1/2""x3 1/2""",,0.04 CF,,,,"0""","0""",,,0.01 in-wg,,,,,,,,2.0,0.981,,,3.5,3.5,Point,26.428,159.748,24.689,,,,,,,0.0,26.199,159.602,24.543,26.574,159.977,24.835,26.387,159.79,24.689,,"Duct Height=4"" | Duct Length 1=3"" | Duct Width=4"" | Free Size=3 1/2""x3 1/2""-3 1/2""x3 1/2"" | Insulation Thickness=0"" | Lining Thickness=0"" | Overall Size=3 1/2""x3 1/2""-3 1/2""x3 1/2"" | Pressure Drop=0.01 in-wg | Size=4""x4""-4""x4"" | Volume=0.04 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1293489,Duct Fittings,Rectangular Transition - Angle,45 Degree,L 0,,Mechanical Return Air 35,Return Air,,,"4""x5""-4""x4""",,,,"3 1/2""x5""-3 1/2""x3 1/2""",0 SF,0.02 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2.0,0.981,,,3.5,5.0,Point,13.963,159.748,24.689,,,,,,,180.0,13.812,159.602,24.481,13.963,159.894,24.897,13.888,159.748,24.689,,"Area=0 SF | Computed Length=2"" | Duct Height 1=4"" | Duct Height 2=5"" | Duct Length=2"" | Duct Width 1=4"" | Duct Width 2=4"" | Free Size=3 1/2""x5""-3 1/2""x3 1/2"" | Half Height 1=2"" | Half Height 2=3"" | Half Width 1=2"" | Half Width 2=2"" | HeightDelta=2"" | HeightOffset=120"" | Insulation Thickness=0"" | Length 1=2"" | Length 2=2"" | Lining Thickness=0"" | OffsetHeight=1 3/4"" | OffsetWidth=1 3/4"" | Overall Size=3 1/2""x5""-3 1/2""x3 1/2"" | Pressure Drop=0.00 in-wg | Size=4""x5""-4""x4"" | Volume=0.02 CF | WidthDelta=0"" | WidthOffset=120""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
